Time,parking_lot,Empty_spaces,Occupied_spaces
2024-07-05 23:46:11.922094,A,8,14
2024-07-05 23:46:12.010004,A,9,13
2024-07-05 23:46:12.104575,A,8,14
2024-07-05 23:46:12.193650,A,7,13
2024-07-05 23:46:12.281686,A,6,13
2024-07-05 23:46:12.366585,A,6,10
2024-07-05 23:46:12.442333,A,6,11
2024-07-05 23:46:12.535711,A,6,12
2024-07-05 23:46:12.620344,A,7,10
2024-07-05 23:46:12.712653,A,6,11
2024-07-05 23:46:12.804683,A,7,11
2024-07-05 23:46:12.896798,A,5,10
2024-07-05 23:46:12.978327,A,8,10
2024-07-05 23:46:13.074523,A,8,11
2024-07-05 23:46:13.160669,A,7,13
2024-07-05 23:46:13.239587,A,4,11
2024-07-05 23:46:13.324968,A,4,12
2024-07-05 23:46:13.417193,A,3,10
2024-07-05 23:46:13.513139,A,5,12
2024-07-05 23:46:13.617515,A,5,11
2024-07-05 23:46:13.708840,A,5,12
2024-07-05 23:46:13.796751,A,6,12
2024-07-05 23:46:13.887323,A,6,10
2024-07-05 23:46:13.983344,A,5,10
2024-07-05 23:46:14.079795,A,6,12
2024-07-05 23:46:14.173684,A,7,12
2024-07-05 23:46:14.267490,A,7,11
2024-07-05 23:46:14.355801,A,6,10
2024-07-05 23:46:14.449135,A,6,11
2024-07-05 23:46:14.545305,A,5,12
2024-07-05 23:46:14.640494,A,6,13
2024-07-05 23:46:14.732454,A,4,12
2024-07-05 23:46:14.821944,A,4,11
2024-07-05 23:46:14.906710,A,4,14
2024-07-05 23:46:14.997739,A,4,11
2024-07-05 23:46:15.092489,A,3,12
2024-07-05 23:46:15.185278,A,4,11
2024-07-05 23:46:15.279603,A,4,12
2024-07-05 23:46:15.372372,A,5,12
2024-07-05 23:46:15.467089,A,4,11
2024-07-05 23:46:15.564430,A,4,12
2024-07-05 23:46:15.658723,A,2,12
2024-07-05 23:46:15.746035,A,3,12
2024-07-05 23:46:15.847435,A,4,14
2024-07-05 23:46:15.942873,A,3,11
2024-07-05 23:46:16.032555,A,2,14
2024-07-05 23:46:16.128330,A,5,13
2024-07-05 23:46:16.226493,A,7,13
2024-07-05 23:46:16.316365,A,7,13
2024-07-05 23:46:16.410186,A,5,14
2024-07-05 23:46:16.504062,A,6,16
2024-07-05 23:46:16.605734,A,6,14
2024-07-05 23:46:16.693977,A,5,13
2024-07-05 23:46:16.785348,A,6,13
2024-07-05 23:46:16.879433,A,7,15
2024-07-05 23:46:16.969502,A,7,15
2024-07-05 23:46:17.062656,A,5,17
2024-07-05 23:46:17.161718,A,6,14
2024-07-05 23:46:17.262357,A,6,16
2024-07-05 23:46:17.347838,A,6,15
2024-07-05 23:46:17.440785,A,6,15
2024-07-05 23:46:17.533500,A,6,13
2024-07-05 23:46:17.635251,A,6,12
2024-07-05 23:46:17.718217,A,5,14
2024-07-05 23:46:17.800326,A,6,16
2024-07-05 23:46:17.892413,A,6,15
2024-07-05 23:46:17.976992,A,7,13
2024-07-05 23:46:18.072303,A,6,12
2024-07-05 23:46:18.168673,A,6,12
2024-07-05 23:46:18.264604,A,6,15
2024-07-05 23:46:18.353593,A,5,13
2024-07-05 23:46:18.446788,A,5,12
2024-07-05 23:46:18.541804,A,5,12
2024-07-05 23:46:18.637237,A,9,13
2024-07-05 23:46:18.725989,A,10,16
2024-07-05 23:46:18.819223,A,7,14
2024-07-05 23:46:18.909133,A,8,13
2024-07-05 23:46:18.994708,A,6,14
2024-07-05 23:46:19.089264,A,6,14
2024-07-05 23:46:19.180429,A,9,13
2024-07-05 23:46:19.275769,A,9,14
2024-07-05 23:46:19.366622,A,9,14
2024-07-05 23:46:19.459234,A,10,14
2024-07-05 23:46:19.555091,A,6,13
2024-07-05 23:46:19.659552,A,8,15
2024-07-05 23:46:19.754288,A,9,14
2024-07-05 23:46:19.847056,A,9,17
2024-07-05 23:46:19.940600,A,9,16
2024-07-05 23:46:20.028276,A,9,17
2024-07-05 23:46:20.110176,A,6,15
2024-07-05 23:46:20.202145,A,7,18
2024-07-05 23:46:20.286446,A,8,18
2024-07-05 23:46:20.378617,A,9,18
2024-07-05 23:46:20.478055,A,9,15
2024-07-05 23:46:20.563674,A,11,15
2024-07-05 23:46:20.665503,A,10,15
2024-07-05 23:46:20.753971,A,9,14
2024-07-05 23:46:20.840369,A,10,16
2024-07-05 23:46:20.933056,A,10,18
2024-07-05 23:46:21.016245,A,10,18
2024-07-05 23:46:21.114515,A,11,23
2024-07-05 23:46:21.203672,A,11,20
2024-07-05 23:46:21.300292,A,11,20
2024-07-05 23:46:21.389379,A,10,20
2024-07-05 23:46:21.467657,A,12,21
2024-07-05 23:46:21.558323,A,13,20
2024-07-05 23:46:21.649760,A,14,20
2024-07-05 23:46:21.741641,A,14,20
2024-07-05 23:46:21.829647,A,13,24
2024-07-05 23:46:21.919637,A,14,20
2024-07-05 23:46:22.014549,A,13,22
2024-07-05 23:46:22.109586,A,11,17
2024-07-05 23:46:22.206364,A,13,16
2024-07-05 23:46:22.296194,A,12,15
2024-07-05 23:46:22.384656,A,12,19
2024-07-05 23:46:22.482185,A,13,18
2024-07-05 23:46:22.576634,A,13,15
2024-07-05 23:46:22.684016,A,16,19
2024-07-05 23:46:22.788371,A,13,16
2024-07-05 23:46:22.878498,A,14,19
2024-07-05 23:46:22.964391,A,14,20
2024-07-05 23:46:23.054485,A,14,17
2024-07-05 23:46:23.144165,A,16,16
2024-07-05 23:46:23.228373,A,15,16
2024-07-05 23:46:23.323150,A,16,14
2024-07-05 23:46:23.414982,A,15,14
2024-07-05 23:46:23.508298,A,15,16
2024-07-05 23:46:23.606046,A,15,19
2024-07-05 23:46:23.705700,A,16,15
2024-07-05 23:46:23.788503,A,15,13
2024-07-05 23:46:23.881691,A,16,14
2024-07-05 23:46:23.973692,A,14,13
2024-07-05 23:46:24.062272,A,14,13
2024-07-05 23:46:24.152027,A,14,13
2024-07-05 23:46:24.248603,A,15,15
2024-07-05 23:46:24.339404,A,15,17
2024-07-05 23:46:24.433522,A,15,15
2024-07-05 23:46:24.526142,A,16,14
2024-07-05 23:46:24.616816,A,17,16
2024-07-05 23:46:24.704890,A,15,12
2024-07-05 23:46:24.793918,A,16,13
2024-07-05 23:46:24.896231,A,13,10
2024-07-05 23:46:24.985961,A,13,11
2024-07-05 23:46:25.078886,A,13,12
2024-07-05 23:46:25.168532,A,14,12
2024-07-05 23:46:25.259606,A,13,14
2024-07-05 23:46:25.348539,A,14,13
2024-07-05 23:46:25.441943,A,16,12
2024-07-05 23:46:25.527042,A,15,13
2024-07-05 23:46:25.624538,A,15,13
2024-07-05 23:46:25.723371,A,14,14
2024-07-05 23:46:25.813720,A,14,14
2024-07-05 23:46:25.895793,A,16,12
2024-07-05 23:46:25.980642,A,16,11
2024-07-05 23:46:26.067319,A,17,14
2024-07-05 23:46:26.154763,A,18,10
2024-07-05 23:46:26.246345,A,17,11
2024-07-05 23:46:26.338368,A,18,10
2024-07-05 23:46:26.434937,A,16,10
2024-07-05 23:46:26.527027,A,20,10
2024-07-05 23:46:26.622612,A,17,10
2024-07-05 23:46:26.724279,A,15,9
2024-07-05 23:46:26.813777,A,15,7
2024-07-05 23:46:26.902007,A,17,7
2024-07-05 23:46:26.988538,A,16,6
2024-07-05 23:46:27.075530,A,17,7
2024-07-05 23:46:27.178148,A,17,8
2024-07-05 23:46:27.270193,A,17,7
2024-07-05 23:46:27.357921,A,17,8
2024-07-05 23:46:27.448679,A,16,6
2024-07-05 23:46:27.538538,A,17,7
2024-07-05 23:46:27.628366,A,17,7
2024-07-05 23:46:27.715496,A,18,7
2024-07-05 23:46:27.803994,A,18,7
2024-07-05 23:46:27.899788,A,17,7
2024-07-05 23:46:27.992420,A,15,7
2024-07-05 23:46:28.089454,A,16,6
2024-07-05 23:46:28.183344,A,11,5
2024-07-05 23:46:28.288184,A,14,5
2024-07-05 23:46:28.391568,A,16,4
2024-07-05 23:46:28.478600,A,15,4
2024-07-05 23:46:28.572180,A,15,4
2024-07-05 23:46:28.664086,A,13,4
2024-07-05 23:46:28.765695,A,14,3
2024-07-05 23:46:28.850649,A,15,3
2024-07-05 23:46:28.945709,A,15,3
2024-07-05 23:46:29.049842,A,14,3
2024-07-05 23:46:29.135099,A,15,4
2024-07-05 23:46:29.230375,A,12,3
2024-07-05 23:46:29.322490,A,12,4
2024-07-05 23:46:29.423835,A,14,4
2024-07-05 23:46:29.513538,A,16,4
2024-07-05 23:46:29.605286,A,19,3
2024-07-05 23:46:29.693657,A,19,3
2024-07-05 23:46:29.786424,A,18,3
2024-07-05 23:46:29.880290,A,16,3
2024-07-05 23:46:29.969652,A,17,3
2024-07-05 23:46:30.052314,A,16,3
2024-07-05 23:46:30.148927,A,16,3
2024-07-05 23:46:30.230656,A,13,3
2024-07-05 23:46:30.317762,A,17,3
2024-07-05 23:46:30.405118,A,17,3
2024-07-05 23:46:30.497784,A,16,3
2024-07-05 23:46:30.579764,A,16,3
2024-07-05 23:46:30.665483,A,15,3
2024-07-05 23:46:30.774590,A,13,3
2024-07-05 23:46:30.866675,A,16,5
2024-07-05 23:46:30.959626,A,16,4
2024-07-05 23:46:31.042635,A,18,5
2024-07-05 23:46:31.127141,A,19,5
2024-07-05 23:46:31.222360,A,19,4
2024-07-05 23:46:31.315607,A,17,5
2024-07-05 23:46:31.403922,A,12,3
2024-07-05 23:46:31.488804,A,14,4
2024-07-05 23:46:31.581740,A,14,5
2024-07-05 23:46:31.683312,A,15,4
2024-07-05 23:46:31.774562,A,14,5
2024-07-05 23:46:31.870775,A,14,4
2024-07-05 23:46:31.958541,A,14,4
2024-07-05 23:46:32.048074,A,13,4
2024-07-05 23:46:32.139712,A,17,4
2024-07-05 23:46:32.232554,A,15,4
2024-07-05 23:46:32.330051,A,16,4
2024-07-05 23:46:32.418450,A,16,4
2024-07-05 23:46:32.512430,A,16,4
2024-07-05 23:46:32.607531,A,16,4
2024-07-05 23:46:32.699646,A,16,5
2024-07-05 23:46:32.799768,A,16,5
2024-07-05 23:46:32.886273,A,16,4
2024-07-05 23:46:32.984273,A,15,5
2024-07-05 23:46:33.074522,A,14,5
2024-07-05 23:46:33.167224,A,14,5
2024-07-05 23:46:33.262495,A,14,6
2024-07-05 23:46:33.354323,A,16,5
2024-07-05 23:46:33.450446,A,16,5
2024-07-05 23:46:33.554475,A,17,4
2024-07-05 23:46:33.652577,A,18,5
2024-07-05 23:46:33.749341,A,15,7
2024-07-05 23:46:33.837346,A,15,7
2024-07-05 23:46:33.933289,A,14,5
2024-07-05 23:46:34.037221,A,13,5
2024-07-05 23:46:34.125327,A,15,5
2024-07-05 23:46:34.212433,A,14,5
2024-07-05 23:46:34.308798,A,12,5
2024-07-05 23:46:34.400741,A,13,4
2024-07-05 23:46:34.491537,A,15,4
2024-07-05 23:46:34.584661,A,15,5
2024-07-05 23:46:34.659510,A,12,4
2024-07-05 23:46:34.752670,A,13,3
2024-07-05 23:46:34.842388,A,14,3
2024-07-05 23:46:34.931762,A,14,4
2024-07-05 23:46:35.014286,A,14,4
2024-07-05 23:46:35.108017,A,13,4
2024-07-05 23:46:35.200549,A,14,4
2024-07-05 23:46:35.293754,A,14,4
2024-07-05 23:46:35.389981,A,14,4
2024-07-05 23:46:35.474554,A,12,3
2024-07-05 23:46:35.557525,A,14,3
2024-07-05 23:46:35.655337,A,14,2
2024-07-05 23:46:35.744705,A,14,2
2024-07-05 23:46:35.838661,A,14,2
2024-07-05 23:46:35.930473,A,14,3
2024-07-05 23:46:36.025883,A,12,3
2024-07-05 23:46:36.116735,A,16,3
2024-07-05 23:46:36.215714,A,16,3
2024-07-05 23:46:36.314656,A,13,3
2024-07-05 23:46:36.403400,A,15,3
2024-07-05 23:46:36.490311,A,16,3
2024-07-05 23:46:36.576533,A,13,3
2024-07-05 23:46:36.659984,A,13,4
2024-07-05 23:46:36.758523,A,12,3
2024-07-05 23:46:36.851747,A,12,3
2024-07-05 23:46:36.945894,A,12,3
2024-07-05 23:46:37.040339,A,12,5
2024-07-05 23:46:37.131940,A,13,4
2024-07-05 23:46:37.244273,A,12,4
2024-07-05 23:46:37.342432,A,14,5
2024-07-05 23:46:37.433298,A,12,5
2024-07-05 23:46:37.522069,A,15,4
2024-07-05 23:46:37.610602,A,16,4
2024-07-05 23:46:37.707561,A,16,4
2024-07-05 23:46:37.807938,A,14,5
2024-07-05 23:46:37.886641,A,14,4
2024-07-05 23:46:37.972082,A,14,4
2024-07-05 23:46:38.064068,A,14,4
2024-07-05 23:46:38.157287,A,13,4
2024-07-05 23:46:38.251687,A,12,3
2024-07-05 23:46:38.339777,A,13,3
2024-07-05 23:46:38.432322,A,14,4
2024-07-05 23:46:38.527140,A,14,4
2024-07-05 23:46:38.619681,A,9,4
2024-07-05 23:46:38.712702,A,11,5
2024-07-05 23:46:38.800285,A,12,6
2024-07-05 23:46:38.885610,A,12,6
2024-07-05 23:46:38.973686,A,14,6
2024-07-05 23:46:39.065588,A,15,6
2024-07-05 23:46:39.158335,A,15,8
2024-07-05 23:46:39.251923,A,15,8
2024-07-05 23:46:39.340418,A,12,6
2024-07-05 23:46:39.425823,A,13,7
2024-07-05 23:46:39.517834,A,14,8
2024-07-05 23:46:39.611975,A,12,7
2024-07-05 23:46:39.706626,A,14,8
2024-07-05 23:46:39.801212,A,13,8
2024-07-05 23:46:39.897477,A,13,7
2024-07-05 23:46:39.987657,A,15,7
2024-07-05 23:46:40.082229,A,13,7
2024-07-05 23:46:40.176480,A,13,7
2024-07-05 23:46:40.270535,A,15,7
2024-07-05 23:46:40.353065,A,14,6
2024-07-05 23:46:40.439661,A,13,6
2024-07-05 23:46:40.539494,A,11,5
2024-07-05 23:46:40.626206,A,12,6
2024-07-05 23:46:40.728091,A,13,5
2024-07-05 23:46:40.820253,A,13,5
2024-07-05 23:46:40.908737,A,12,5
2024-07-05 23:46:41.000695,A,12,4
2024-07-05 23:46:41.093530,A,12,6
2024-07-05 23:46:41.185449,A,11,7
2024-07-05 23:46:41.279309,A,12,6
2024-07-05 23:46:41.372086,A,12,5
2024-07-05 23:46:41.457655,A,12,5
2024-07-05 23:46:41.539572,A,12,5
2024-07-05 23:46:41.626531,A,11,5
2024-07-05 23:46:41.726551,A,13,5
2024-07-05 23:46:41.832469,A,13,4
2024-07-05 23:46:41.918343,A,12,5
2024-07-05 23:46:42.014560,A,13,6
2024-07-05 23:46:42.103489,A,12,6
2024-07-05 23:46:42.195591,A,12,6
2024-07-05 23:46:42.293424,A,13,7
2024-07-05 23:46:42.384541,A,11,6
2024-07-05 23:46:42.472524,A,12,6
2024-07-05 23:46:42.552370,A,11,5
2024-07-05 23:46:42.644996,A,12,5
2024-07-05 23:46:42.732261,A,12,5
2024-07-05 23:46:42.821594,A,10,5
2024-07-05 23:46:42.914629,A,12,6
2024-07-05 23:46:43.016599,A,11,6
2024-07-05 23:46:43.107490,A,14,6
2024-07-05 23:46:43.204396,A,13,6
2024-07-05 23:46:43.294643,A,14,6
2024-07-05 23:46:43.383587,A,12,6
2024-07-05 23:46:43.470520,A,11,5
2024-07-05 23:46:43.553401,A,11,5
2024-07-05 23:46:43.639455,A,10,5
2024-07-05 23:46:43.738160,A,10,6
2024-07-05 23:46:43.832366,A,10,6
2024-07-05 23:46:43.921636,A,10,7
2024-07-05 23:46:44.013415,A,11,7
2024-07-05 23:46:44.106641,A,11,6
2024-07-05 23:46:44.199972,A,10,6
2024-07-05 23:46:44.294328,A,10,6
2024-07-05 23:46:44.381945,A,9,6
2024-07-05 23:46:44.466472,A,7,5
2024-07-05 23:46:44.558709,A,6,6
2024-07-05 23:46:44.651600,A,7,6
2024-07-05 23:46:44.747441,A,5,6
2024-07-05 23:46:44.844148,A,5,5
2024-07-05 23:46:44.937226,A,5,5
2024-07-05 23:46:45.025940,A,6,5
2024-07-05 23:46:45.107816,A,6,5
2024-07-05 23:46:45.203679,A,6,5
2024-07-05 23:46:45.311634,A,6,5
2024-07-05 23:46:45.414728,A,7,5
2024-07-05 23:46:45.507400,A,7,5
2024-07-05 23:46:45.590814,A,6,5
2024-07-05 23:46:45.674562,A,5,5
2024-07-05 23:46:45.766554,A,8,6
2024-07-05 23:46:45.865683,A,9,6
2024-07-05 23:46:45.954491,A,8,6
2024-07-05 23:46:46.046442,A,8,6
2024-07-05 23:46:46.139258,A,9,7
2024-07-05 23:46:46.244554,A,8,6
2024-07-05 23:46:46.329848,A,8,5
2024-07-05 23:46:46.418321,A,8,6
2024-07-05 23:46:46.504812,A,8,5
2024-07-05 23:46:46.592296,A,5,5
2024-07-05 23:46:46.683780,A,5,5
2024-07-05 23:46:46.777549,A,4,5
2024-07-05 23:46:46.868712,A,5,5
2024-07-05 23:46:46.944096,A,5,6
2024-07-05 23:46:47.028443,A,5,6
2024-07-05 23:46:47.116650,A,5,5
2024-07-05 23:46:47.203467,A,5,5
2024-07-05 23:46:47.295386,A,5,6
2024-07-05 23:46:47.392065,A,6,5
2024-07-05 23:46:47.485780,A,5,5
2024-07-05 23:46:47.590029,A,6,5
2024-07-05 23:46:47.689358,A,6,6
2024-07-05 23:46:47.778359,A,6,5
2024-07-05 23:46:47.873191,A,6,5
2024-07-05 23:46:47.962514,A,5,5
2024-07-05 23:46:48.046469,A,5,6
2024-07-05 23:46:48.132041,A,5,5
2024-07-05 23:46:48.229512,A,5,5
2024-07-05 23:46:48.320485,A,5,7
2024-07-05 23:46:48.404513,A,4,6
2024-07-05 23:46:48.499726,A,3,6
2024-07-05 23:46:48.591801,A,3,5
2024-07-05 23:46:48.690118,A,2,5
2024-07-05 23:46:48.781552,A,2,5
2024-07-05 23:46:48.872233,A,3,6
2024-07-05 23:46:48.965942,A,3,6
2024-07-05 23:46:49.059504,A,3,5
2024-07-05 23:46:49.151528,A,3,5
2024-07-05 23:46:49.248328,A,3,5
2024-07-05 23:46:49.339987,A,2,3
2024-07-05 23:46:49.432624,A,2,6
2024-07-05 23:46:49.524011,A,2,5
2024-07-05 23:46:49.618343,A,2,6
2024-07-05 23:46:49.710236,A,2,6
2024-07-05 23:46:49.814498,A,2,4
2024-07-05 23:46:49.911367,A,2,4
2024-07-05 23:46:50.013649,A,2,5
2024-07-05 23:46:50.095430,A,2,5
2024-07-05 23:46:50.188674,A,2,5
2024-07-05 23:46:50.285986,A,2,4
2024-07-05 23:46:50.377480,A,2,5
2024-07-05 23:46:50.469526,A,2,5
2024-07-05 23:46:50.555772,A,3,6
2024-07-05 23:46:50.637756,A,4,6
2024-07-05 23:46:50.737366,A,4,6
2024-07-05 23:46:50.821459,A,4,6
2024-07-05 23:46:50.916166,A,2,6
2024-07-05 23:46:51.005293,A,1,6
2024-07-05 23:46:51.095281,A,1,6
2024-07-05 23:46:51.175315,A,1,6
2024-07-05 23:46:51.266397,A,2,6
2024-07-05 23:46:51.355053,A,2,6
2024-07-05 23:46:51.450798,A,1,6
2024-07-05 23:46:51.541087,A,2,6
2024-07-05 23:46:51.635254,A,2,6
2024-07-05 23:46:51.728359,A,2,5
2024-07-05 23:46:51.807505,A,2,5
2024-07-05 23:46:51.901491,A,2,5
2024-07-05 23:46:51.997032,A,2,5
2024-07-05 23:46:52.094851,A,2,5
2024-07-05 23:46:52.189391,A,2,4
2024-07-05 23:46:52.287163,A,2,4
2024-07-05 23:46:52.382398,A,2,3
2024-07-05 23:46:52.469875,A,3,4
2024-07-05 23:46:52.570709,A,3,4
2024-07-05 23:46:52.658538,A,3,2
2024-07-05 23:46:52.750479,A,3,2
2024-07-05 23:46:52.842376,A,2,2
2024-07-05 23:46:52.924231,A,2,2
2024-07-05 23:46:53.017497,A,2,2
2024-07-05 23:46:53.106504,A,2,2
2024-07-05 23:46:53.192532,A,3,2
2024-07-05 23:46:53.294329,A,2,2
2024-07-05 23:46:53.385474,A,3,2
2024-07-05 23:46:53.474113,A,3,3
2024-07-05 23:46:53.562509,A,2,4
2024-07-05 23:46:53.643150,A,3,3
2024-07-05 23:46:53.739376,A,2,2
2024-07-05 23:46:53.834660,A,4,2
2024-07-05 23:46:53.930165,A,3,2
2024-07-05 23:46:54.025662,A,3,3
2024-07-05 23:46:54.116784,A,2,3
2024-07-05 23:46:54.209586,A,4,3
2024-07-05 23:46:54.306586,A,3,3
2024-07-05 23:46:54.408071,A,5,2
2024-07-05 23:46:54.507716,A,4,3
2024-07-05 23:46:54.602599,A,3,3
2024-07-05 23:46:54.683565,A,6,3
2024-07-05 23:46:54.768585,A,3,3
2024-07-05 23:46:54.863646,A,4,3
2024-07-05 23:46:54.959180,A,3,3
2024-07-05 23:46:55.053854,A,3,3
2024-07-05 23:46:55.143111,A,3,3
2024-07-05 23:46:55.237186,A,4,3
2024-07-05 23:46:55.327698,A,4,3
2024-07-05 23:46:55.422675,A,4,4
2024-07-05 23:46:55.518853,A,4,3
2024-07-05 23:46:55.609072,A,3,3
2024-07-05 23:46:55.708129,A,4,3
2024-07-05 23:46:55.799268,A,4,4
2024-07-05 23:46:55.890554,A,4,3
2024-07-05 23:46:55.988574,A,4,3
2024-07-05 23:46:56.078192,A,5,3
2024-07-05 23:46:56.170252,A,7,3
2024-07-05 23:46:56.269899,A,5,3
2024-07-05 23:46:56.355086,A,5,3
2024-07-05 23:46:56.440479,A,3,3
2024-07-05 23:46:56.533800,A,4,3
2024-07-05 23:46:56.634611,A,4,3
2024-07-05 23:46:56.738942,A,3,3
2024-07-05 23:46:56.838615,A,5,3
2024-07-05 23:46:56.938514,A,7,3
2024-07-05 23:46:57.030671,A,6,3
2024-07-05 23:46:57.120434,A,7,3
2024-07-05 23:46:57.211841,A,9,3
2024-07-05 23:46:57.305385,A,8,3
2024-07-05 23:46:57.396709,A,8,3
2024-07-05 23:46:57.494707,A,8,3
2024-07-05 23:46:57.580595,A,7,3
2024-07-05 23:46:57.662513,A,8,3
2024-07-05 23:46:57.748532,A,7,3
2024-07-05 23:46:57.847250,A,8,3
2024-07-05 23:46:57.938272,A,8,3
2024-07-05 23:46:58.023704,A,7,4
2024-07-05 23:46:58.114586,A,9,4
2024-07-05 23:46:58.203864,A,7,4
2024-07-05 23:46:58.292535,A,8,3
2024-07-05 23:46:58.384526,A,6,4
2024-07-05 23:46:58.479348,A,7,4
2024-07-05 23:46:58.572043,A,7,6
2024-07-05 23:46:58.662715,A,4,6
2024-07-05 23:46:58.756860,A,5,4
2024-07-05 23:46:58.847250,A,7,5
2024-07-05 23:46:58.938486,A,8,5
2024-07-05 23:46:59.033395,A,8,6
2024-07-05 23:46:59.132407,A,8,5
2024-07-05 23:46:59.217179,A,7,7
2024-07-05 23:46:59.303549,A,7,9
2024-07-05 23:46:59.393545,A,8,9
2024-07-05 23:46:59.483629,A,8,5
2024-07-05 23:46:59.567380,A,8,5
2024-07-05 23:46:59.657123,A,8,6
2024-07-05 23:46:59.752541,A,8,5
2024-07-05 23:46:59.846378,A,8,5
2024-07-05 23:46:59.938433,A,7,6
2024-07-05 23:47:00.021901,A,8,5
2024-07-05 23:47:00.135049,A,7,5
2024-07-05 23:47:00.239422,A,9,6
2024-07-05 23:47:00.349235,A,9,5
2024-07-05 23:47:00.443505,A,10,5
2024-07-05 23:47:00.547712,A,10,6
2024-07-05 23:47:00.634691,A,10,7
2024-07-05 23:47:00.728717,A,9,6
2024-07-05 23:47:00.820380,A,11,6
2024-07-05 23:47:00.913746,A,10,5
2024-07-05 23:47:00.997305,A,10,5
2024-07-05 23:47:01.086425,A,12,4
2024-07-05 23:47:01.164400,A,9,5
2024-07-05 23:47:01.261704,A,10,6
2024-07-05 23:47:01.360916,A,12,6
2024-07-05 23:47:01.450031,A,11,5
2024-07-05 23:47:01.546487,A,12,6
2024-07-05 23:47:01.630587,A,13,6
2024-07-05 23:47:01.717661,A,14,7
2024-07-05 23:47:01.807687,A,13,6
2024-07-05 23:47:01.903483,A,11,6
2024-07-05 23:47:01.995597,A,11,7
2024-07-05 23:47:02.084622,A,13,6
2024-07-05 23:47:02.167645,A,13,8
2024-07-05 23:47:02.260833,A,10,5
2024-07-05 23:47:02.361772,A,11,6
2024-07-05 23:47:02.449395,A,12,5
2024-07-05 23:47:02.541545,A,11,6
2024-07-05 23:47:02.634654,A,12,6
2024-07-05 23:47:02.727130,A,12,6
2024-07-05 23:47:02.809061,A,11,6
2024-07-05 23:47:02.897621,A,12,6
2024-07-05 23:47:02.985536,A,10,5
2024-07-05 23:47:03.079551,A,10,6
2024-07-05 23:47:03.168575,A,9,5
2024-07-05 23:47:03.266585,A,12,6
2024-07-05 23:47:03.362721,A,12,5
2024-07-05 23:47:03.462352,A,10,6
2024-07-05 23:47:03.568005,A,11,5
2024-07-05 23:47:03.658855,A,11,5
2024-07-05 23:47:03.740573,A,13,6
2024-07-05 23:47:03.824400,A,12,7
2024-07-05 23:47:03.917745,A,11,7
2024-07-05 23:47:04.012700,A,11,6
2024-07-05 23:47:04.107559,A,11,6
2024-07-05 23:47:04.202613,A,10,6
2024-07-05 23:47:04.294457,A,11,6
2024-07-05 23:47:04.390844,A,13,7
2024-07-05 23:47:04.480135,A,13,6
2024-07-05 23:47:04.571733,A,9,7
2024-07-05 23:47:04.667964,A,12,6
2024-07-05 23:47:04.762478,A,12,5
2024-07-05 23:47:04.855573,A,14,8
2024-07-05 23:47:04.949629,A,10,7
2024-07-05 23:47:05.033654,A,13,8
2024-07-05 23:47:05.120201,A,13,9
2024-07-05 23:47:05.217771,A,11,8
2024-07-05 23:47:05.308643,A,13,7
2024-07-05 23:47:05.398561,A,14,5
2024-07-05 23:47:05.482644,A,13,8
2024-07-05 23:47:05.575525,A,14,8
2024-07-05 23:47:05.665209,A,12,9
2024-07-05 23:47:05.772383,A,14,7
2024-07-05 23:47:05.875370,A,14,6
2024-07-05 23:47:05.979421,A,17,6
2024-07-05 23:47:06.074234,A,15,4
2024-07-05 23:47:06.170366,A,18,7
2024-07-05 23:47:06.256455,A,17,5
2024-07-05 23:47:06.350308,A,16,5
2024-07-05 23:47:06.447309,A,16,5
2024-07-05 23:47:06.533883,A,15,4
2024-07-05 23:47:06.620316,A,15,5
2024-07-05 23:47:06.709430,A,17,6
2024-07-05 23:47:06.803769,A,16,5
2024-07-05 23:47:06.895675,A,17,8
2024-07-05 23:47:06.993668,A,17,8
2024-07-05 23:47:07.084421,A,18,9
2024-07-05 23:47:07.172039,A,20,10
2024-07-05 23:47:07.254569,A,20,9
2024-07-05 23:47:07.344535,A,17,9
2024-07-05 23:47:07.440659,A,18,9
2024-07-05 23:47:07.529487,A,17,7
2024-07-05 23:47:07.624347,A,17,10
2024-07-05 23:47:07.720755,A,16,10
2024-07-05 23:47:07.820709,A,16,9
2024-07-05 23:47:07.910555,A,14,9
2024-07-05 23:47:08.006454,A,13,12
2024-07-05 23:47:08.108811,A,16,11
2024-07-05 23:47:08.214397,A,15,9
2024-07-05 23:47:08.298671,A,16,10
2024-07-05 23:47:08.392508,A,15,10
2024-07-05 23:47:08.484804,A,15,10
2024-07-05 23:47:08.565116,A,19,10
2024-07-05 23:47:08.659918,A,15,9
2024-07-05 23:47:08.755245,A,14,10
2024-07-05 23:47:08.846157,A,13,8
2024-07-05 23:47:08.935238,A,13,8
2024-07-05 23:47:09.019069,A,12,7
2024-07-05 23:47:09.114733,A,13,8
2024-07-05 23:47:09.222295,A,12,9
2024-07-05 23:47:09.319590,A,13,8
2024-07-05 23:47:09.408336,A,12,10
2024-07-05 23:47:09.492408,A,12,9
2024-07-05 23:47:09.586575,A,12,8
2024-07-05 23:47:09.680271,A,13,10
2024-07-05 23:47:09.770135,A,16,9
2024-07-05 23:47:09.864242,A,15,7
2024-07-05 23:47:09.958450,A,14,8
2024-07-05 23:47:10.054630,A,14,7
2024-07-05 23:47:10.148400,A,15,7
2024-07-05 23:47:10.242486,A,13,7
2024-07-05 23:47:10.349271,A,13,9
